breed,attribute_labels,popularity,height,weight,life_exp,group,image_url,puppy_link,grooming_frequency,shedding,energy_level,trainability,demeanor,colors,mask,rescue_link
portuguese-sheepdog,"Intelligent, Devoted, Lively",-1,16.5-21.5 inches,37.5-59 pounds,12-13 years,Foundation Stock Service,https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/19232040/Black-Portuguese-Sheepdog-standing-outdoors-in-the-grass.jpg,https://marketplace.akc.org/puppies/portuguese-sheepdog,Weekly Brushing,Occasional,Energetic,-1,-1,"['Black', 'Brown', 'Fawn', 'Gray', 'Wolfgray', 'Yellow']",['Tan Markings'],-1
portuguese-water-dog,"Affectionate, Adventurous, Athletic",Ranks 50 of 197,"20-23 inches (male), 17-21 inches (female)","42-60 pounds (male), 35-50 pounds (female)",11-13 years,Working Group,https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/16135451/Portuguese-Water-Dog-standing-in-profile-outdoors.jpg,https://marketplace.akc.org/puppies/portuguese-water-dog,Daily Brushing,Seasonal,Energetic,Easy Training,Alert/Responsive,"['Black', 'Brown', 'White']",['White Markings'],https://www.pwdca.org
pudelpointer,"Friendly, Smart, Willing to Please",-1,22-26 inches,45-70 pounds,~14 years,Foundation Stock Service,https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/16151428/Pudelpointer-standing-in-a-field.jpg,https://marketplace.akc.org/puppies/pudelpointer,Occasional Bath/Brush,Seasonal,Regular Exercise,-1,-1,"['Black', 'Liver']",['White Markings'],-1
pug,"Charming, Mischievous, Loving",Ranks 28 of 197,10-13 inches,14-18 pounds,13-15 years,Toy Group,https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/12225358/Pug-On-White-01.jpg,https://marketplace.akc.org/puppies/pug,Weekly Brushing,Regularly,Regular Exercise,Agreeable,Friendly,"['Black', 'Fawn']",[],http://www.pugdogclubofamerica.com/
puli,"Loyal, Smart, Home-Loving",Ranks 160 of 197,"17 inches (male), 16 inches (female)",25-35 pounds,10-15 years,Herding Group,https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/08105915/Puli-sitting-in-a-field.jpg,https://marketplace.akc.org/puppies/puli,Specialty/Professional,Infrequent,Regular Exercise,Independent,Reserved with Strangers,"['Black', 'Silver', 'White', 'Brown', 'Cream', 'Rust']","['Black Markings', 'Black Mask', 'White Markings']",https://www.puliclub.org/
pumi,"Energetic, Lively, Ready to Work",Ranks 151 of 197,"16-18.5 inches (male), 15-17.5 inches (female)","27-29 pounds (male), 22-24 pounds (female)",12-13 years,Herding Group,https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/17152356/Pumi-standing-outdoors-in-the-countryside.jpg,https://marketplace.akc.org/puppies/pumi,Occasional Bath/Brush,Infrequent,Energetic,Easy Training,Alert/Responsive,"['Black', 'Fawn', 'Gray', 'Silver Gray', 'White', 'Born Brown', 'Born Gray']","['Black & Tan Markings', 'Brindle Markings']",http://pumiclub.org/
pyrenean-mastiff,"Gentle, Brave, Noble",-1,"30-31 inches (male), 25-30 inches (female)",120-240 pounds,10-13 years,Foundation Stock Service,https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/12225240/Pyrenean-Mastiff-On-White-01.jpg,https://marketplace.akc.org/puppies/pyrenean-mastiff,2-3 Times a Week Brushing,Seasonal,Calm,-1,-1,"['White & Beige', 'White & Biscuit', 'White & Black', 'White & Brown', 'White & Golden', 'White & Gray', 'White & Silver']","['Patched', 'Brindle Markings']",-1
pyrenean-shepherd,"Affectionate, Active, Enthusiastic",Ranks 181 of 197,"15.5-18.5 inches (male rough-faced), 15-18 inches (female rough-faced), 15.5-21 inches (male smooth-faced), 15.5-20.5 inches (female smooth-faced)",15-30 pounds,Late teens,Herding Group,https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/17160341/Pyrenean-Shepherd-standing-in-profile-in-a-field.jpg,https://marketplace.akc.org/puppies/pyrenean-shepherd,Weekly Brushing,Seasonal,Energetic,Agreeable,Reserved with Strangers,"['Black', 'Black & White', 'Blue Merle', 'Brindle', 'Brindle Merle', 'Fawn', 'Fawn Merle', 'Gray', 'Slate Gray', 'White']",[],http://www.pyrshepclub.org/
rafeiro-do-alentejo,"Confident, Calm, Powerful",-1,25-29 inches,77-132 pounds,12-14 years,Foundation Stock Service,https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/12194226/Rafeiro-do-Alentejo-on-White-01.jpg,https://marketplace.akc.org/puppies/rafeiro-do-alentejo,Weekly Brushing,Seasonal,Calm,-1,-1,"['Black', 'Brindle', 'Fawn', 'Wolfgray', 'Yellow']","['Spotted on White', 'Spotted on White, Black Mask', 'White Markings', 'White Markings, Black Mask']",-1
rat-terrier,"Friendly, Inquisitive, Lovable",Ranks 86 of 197,"10-13 inches (miniature), 13-18 inches (standard)",10-25 pounds,12-18 years,Terrier Group,https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/12225148/Rat-Terrier-On-White-01.jpg,https://marketplace.akc.org/puppies/rat-terrier,Weekly Brushing,Seasonal,Regular Exercise,Easy Training,Friendly,"['Black & White', 'Black Tan & White', 'Black White & Tan', 'Blue White & Tan', 'Red White & Sable', 'White', 'White & Apricot', 'White & Black', 'White & Blue', 'White & Blue Fawn', 'White & Chocolate', 'White & Fawn', 'White & Lemon', 'White & Red', 'White & Silver', 'White & Tan', 'White Black & Tan', 'White, Chocolate & Tan']","['Badger Markings', 'Blanket-Back', 'Irish Marked', 'Piebald', 'Sable, White Markings', 'Spotted Or Patched', 'Tan Points', 'White Markings, Tan Points', 'White Mask, White Markings', 'Solid']",https://ratterrierclubofamerica.org/
redbone-coonhound,"Even-Tempered, Amiable, Eager to Please",Ranks 142 of 197,"22-27 inches (male), 21-26 inches (female)",45-70 pounds,12-15 years,Hound Group,https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/20142238/Redbone-Coonhound.jpg,https://marketplace.akc.org/puppies/redbone-coonhound,Weekly Brushing,Seasonal,Regular Exercise,Easy Training,Friendly,['Red'],['White Markings'],https://nationalredboneclu.wixsite.com/nrcc
rhodesian-ridgeback,"Affectionate, Dignified, Even-Tempered",Ranks 41 of 197,"25-27 inches (male), 24-26 inches (female)","85 pounds (male), 70 pounds (female)",~10 years,Hound Group,https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/30133241/Rhodesian-Ridgeback-standing-in-profile-outdoors.jpg,https://marketplace.akc.org/puppies/rhodesian-ridgeback,Weekly Brushing,Seasonal,Regular Exercise,Independent,Alert/Responsive,"['Light Wheaten', 'Light Wheaten Black Nose', 'Light Wheaten Brown Nose', 'Red Wheaten Black Nose', 'Red Wheaten Brown Nose', 'Red Wheaten', 'Wheaten', 'Wheaten Black Nose', 'Wheaten Brown Nose']","['Black Mask', 'White Markings']",https://www.rrcus.org
romanian-mioritic-shepherd-dog,"Loyal, Independent, Confident Guardian",-1,"27-29 inches (males), 22.5-28 inches (females)",100-130 pounds,12-14 years,Foundation Stock Service,https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2018/07/19173802/Romanian-Mioritic-Shepherd-Dog-laying-in-a-field-in-a-mountainous-landscape.jpg,https://marketplace.akc.org/puppies/romanian-mioritic-shepherd-dog,Weekly Brushing,Occasional,Regular Exercise,Independent,Aloof/Wary,"['Gray', 'White']","['Black Markings', 'Gray Markings', 'Piebald', 'White Markings']",-1
rottweiler,"Loyal, Loving, Confident Guardian",Ranks 8 of 197,"24-27 inches (male), 22-25 inches (female)","95-135 pounds (male), 80-100 pounds (female)",9-10 years,Working Group,https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/12224942/Rottweiler-On-White-10.jpg,http://marketplace.akc.org/puppies/rottweiler,Weekly Brushing,Seasonal,Regular Exercise,Agreeable,Reserved with Strangers,"['Black & Mahogany', 'Black & Rust', 'Black & Tan']",[],http://www.amrottclub.org/
russell-terrier,"Alert, Inquisitive, Lively",Ranks 82 of 197,10-12 inches,9-15 pounds,12-14 years,Terrier Group,https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/12224927/Russell-Terrier-On-White-03.jpg,https://marketplace.akc.org/puppies/russell-terrier,Weekly Brushing,Occasional,Needs Lots of Activity,Agreeable,Friendly,['White'],"['Black Markings', 'Brown Markings', 'Cream Markings', 'Tan Markings', 'Tri Color Markings']",http://www.theartc.org/
russian-toy,"Loyal, Smart, Charming",-1,8-11 inches,Up to 6.5 pounds,12-14+ years,Miscellaneous Class,https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/03115758/Russian-Toy.8.jpg,https://marketplace.akc.org/puppies/russian-toy,Weekly Brushing,Infrequent,Regular Exercise,Agreeable,Friendly,"['Black & Tan', 'Blue & Tan', 'Brown & Tan', 'Red', 'Red & Brown', 'Red Sable']",[],http://www.russiantoyclub.org/russiantoyclub/
russian-tsvetnaya-bolonka,"Playful, Charming, Inquisitive",-1,9-10 inches,4.5-11 pounds,12-16 years,Foundation Stock Service,https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/19145436/Russian-Tsvetnaya-Bolonka-standing-on-a-white-background.jpg,https://marketplace.akc.org/puppies/russian-tsvetnaya-bolonka,2-3 Times a Week Brushing,Infrequent,Regular Exercise,Agreeable,Friendly,"['Black', 'Brown', 'Gray', 'Red', 'Wolfgray', 'Blue', 'Cream', 'Fawn', 'Silver']","['Fawn Markings', 'Silver Markings', 'Tan Markings', 'Brindle', 'Saddle Pattern']",https://tsvetnayabolonkaclub.homestead.com
saint-bernard,"Playful, Charming, Inquisitive",Ranks 48 of 197,"28-30 inches (males), 26-28 inches (female)","140-180 pounds (male), 120-140 pounds (female)",8-10 years,Working Group,https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/12224843/Saint-Bernard-On-White-01.jpg,https://marketplace.akc.org/puppies/saint-bernard,Weekly Brushing,Seasonal,Regular Exercise,Agreeable,Friendly,"['Brindle Grizzle', 'Brown & White', 'Mahogany & White', 'Orange & White', 'Red & White', 'Rust & White', 'White & Brown', 'White & Orange', 'White & Red']",['Black Mask'],https://saintbernardclub.org
saluki,"Gentle, Dignified, Independent-Minded",Ranks 120 of 197,"23-28 inches (male), considerably smaller (female)",40-65 pounds,10-17 years,Hound Group,https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/14185322/AKC-121716-139.jpg,https://marketplace.akc.org/puppies/saluki,Occasional Bath/Brush,Occasional,Energetic,Independent,Reserved with Strangers,"['Black', 'Black & Silver', 'Black & Tan', 'Black Tan & White', 'Chocolate', 'Chocolate & Tan', 'Cream', 'Fawn', 'Golden', 'Red', 'Silver', 'White']","['Grizzle Markings', 'Irish Marked', 'Irish Marked Grizzle', 'Irish Marked Sable', 'Parti-Color', 'Parti-Color Grizzle', 'Sable', 'Sable Parti-Color']",http://www.salukiclub.org/
samoyed,"Adaptable, Friendly, Gentle",Ranks 59 of 197,"21-23.5 inches (male), 19-21 inches (female)","45-65 pounds (male), 35-50 pounds (female)",12-14 years,Working Group,https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/20122208/Samoyed-standing-in-the-forest.jpg,https://marketplace.akc.org/puppies/samoyed,2-3 Times a Week Brushing,Seasonal,Energetic,Independent,Friendly,"['Biscuit', 'Cream', 'White', 'White & Biscuit']",[],https://www.samoyedclubofamerica.org
schapendoes,"Friendly, Watchful, Lively",-1,16-20 inches,26-55 pounds,12-15 years,Foundation Stock Service,https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/12224720/Schapendoes-On-White-01.jpg,https://marketplace.akc.org/puppies/schapendoes,Weekly Brushing,Seasonal,Regular Exercise,Easy Training,Alert/Responsive,"['Beige', 'Black', 'Black & White', 'Brown', 'Chocolate & White', 'Gray', 'Gray & White', 'Tri-Colored', 'White', 'Beige & Brown', 'Beige & White', 'Black & Beige', 'Black & Gray', 'Black & Silver', 'Black Gray & Beige', 'Black Gray & White', 'Black White & Silver', 'Gray Tan & Beige', 'Red Black & White', 'White & Apricot', 'White & Brown', 'White & Gold', 'White & Liver', 'White & Silver', 'White Gray & Tan']","['Black Patches', 'Gray Patches', 'Gray Tips', 'Tan Patches']",-1
schipperke,"Confident, Alert, Curious",Ranks 105 of 197,"11-13 inches (male), 10-12 inches (female)",10-16 pounds,12-14 years,Non-Sporting Group,https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/12224700/Schipperke-On-White-01.jpg,https://marketplace.akc.org/puppies/schipperke,Weekly Brushing,Seasonal,Energetic,Independent,Alert/Responsive,"['Black', 'Apricot', 'Black & Tan', 'Blue', 'Chocolate', 'Cream', 'Fawn', 'Gray', 'Red', 'White']",['White Markings'],https://www.schipperkeclub-usa.org
scottish-deerhound,"Gentle, Dignified, Polite",Ranks 158 of 197,"30-32 inches (male), 28 inches & up (female)","85-110 pounds (male), 75-95 pounds (female)",8-11 years,Hound Group,https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/27183249/Scottish-Deerhound-standing-in-the-woods.jpg,https://marketplace.akc.org/puppies/scottish-deerhound,Occasional Bath/Brush,Seasonal,Regular Exercise,Independent,Alert/Responsive,"['Blue Gray', 'Brindle', 'Gray', 'Gray Brindle', 'Black', 'Black Brindle', 'Blue']",['White Markings'],http://www.deerhound.org/
scottish-terrier,"Confident, Independent, Spirited",Ranks 57 of 197,10 inches,"19-22 pounds (male), 18-21 pounds (female)",12 years,Terrier Group,https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/12224538/Scottish-Terrier-On-White-02.jpg,https://marketplace.akc.org/puppies/scottish-terrier,2-3 Times a Week Brushing,Occasional,Regular Exercise,Independent,Alert/Responsive,"['Black', 'Black Brindle', 'Brindle', 'Red Brindle', 'Silver Brindle', 'Wheaten']",[],http://www.stca.biz/
sealyham-terrier,"Alert, Outgoing, Sense Of Humor",Ranks 164 of 197,10.5 inches,"23-24 pounds (male), slightly less (females)",12-14 years,Terrier Group,https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/29172440/Sealyham-Terrier-standing-outdoors.jpg,https://marketplace.akc.org/puppies/sealyham-terrier,2-3 Times a Week Brushing,Seasonal,Regular Exercise,Independent,Alert/Responsive,['White'],"['Badger Markings', 'Lemon Markings', 'Tan Markings', 'Black Markings']",http://sealyham.org/
segugio-italiano,"Friendly, Intelligent, Eager to Please",-1,19-23 inches,40-60 pounds,11-13 years,Foundation Stock Service,https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2018/08/07114637/Segugio-Italiano-slideshow-08.jpg,https://marketplace.akc.org/puppies/segugio-italiano,Weekly Brushing,Seasonal,-1,Eager to Please,-1,"['Tawny', 'Black & Tan', 'Grizzle', 'Tan & Black']",[],-1
shetland-sheepdog,"Playful, Energetic, Bright",Ranks 25 of 197,13-16 inches,15-25 pounds,12-14 years,Herding Group,https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/12224438/Shetland-Sheepdog-On-White-01.jpg,https://marketplace.akc.org/puppies/shetland-sheepdog,2-3 Times a Week Brushing,Seasonal,Regular Exercise,Eager to Please,Reserved with Strangers,"['Black & White', 'Black White & Tan', 'Blue Merle & White', 'Blue Merle White & Tan', 'Sable & White', 'Sable Merle & White', 'Black & Tan', 'White', 'White & Black', 'White & Sable', 'White & Sable Merle', 'White Black & Tan', 'White Blue Merle', 'White Blue Merle & Tan']",[],https://www.assa.org/
shiba-inu,"Alert, Active, Attentive",Ranks 44 of 197,"14.5-16.5 inches (male), 13.5-15.5 inches (female)","23 pounds (male), 17 pounds (female)",13-16 years,Non-Sporting Group,https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/26114711/Shiba-Inu-standing-in-profile-outdoors.jpg,https://marketplace.akc.org/puppies/shiba-inu,Weekly Brushing,Seasonal,Regular Exercise,Independent,Reserved with Strangers,"['Black & Tan', 'Cream', 'Red', 'Red Sesame']",['White Markings'],https://www.shibas.org
shih-tzu,"Affectionate, Playful, Outgoing",Ranks 20 of 197,9-10.5 inches,9-16 pounds,10-18 years,Toy Group,https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/12224329/Shih-Tzu-On-White-01.jpg,https://marketplace.akc.org/puppies/shih-tzu,Daily Brushing,Infrequent,Regular Exercise,Agreeable,Friendly,"['Black', 'Black & White', 'Blue', 'Blue & White', 'Brindle', 'Brindle & White', 'Gold', 'Gold & White', 'Liver', 'Liver & White', 'Red', 'Red & White', 'Silver', 'Silver & White', 'Black Gold & Silver', 'Black Gold & White', 'Black White & Silver', 'Silver Gold & White', 'White']","['Black Markings', 'Black Mask', 'Tan Markings', 'White Markings']",https://shihtzu.org/
shikoku,"Energetic, Alert, Enthusiastic",-1,17-22 inches,35-55 pounds,10-12 years,Foundation Stock Service,https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/06181326/Shikoku-standing-outdoors.jpg,https://marketplace.akc.org/puppies/shikoku,Weekly Brushing,-1,Regular Exercise,-1,-1,"['Black & Tan', 'Black Sesame', 'Red', 'Red Sesame', 'Sesame']",['White Markings'],-1
siberian-husky,"Loyal, Mischievous, Outgoing",Ranks 14 of 197,"21-23.5 inches (male), 20-22 inches (female)","45-60 pounds (male), 35-50 pounds (female)",12-14 years,Working Group,https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/26155623/Siberian-Husky-standing-outdoors-in-the-winter.jpg,https://marketplace.akc.org/puppies/siberian-husky,Weekly Brushing,Seasonal,Energetic,Independent,Friendly,"['Agouti & White', 'Black', 'Black & White', 'Black Tan & White', 'Brown & White', 'Gray & White', 'Red & White', 'Sable & White', 'White']","['Black Points', 'Piebald']",https://www.shca.org/
silky-terrier,"Friendly, Quick, Keenly Alert",Ranks 112 of 197,9-10 inches,around 10 pounds,13-15 years,Toy Group,https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/12224133/Silky-Terrier-On-White-01.jpg,https://marketplace.akc.org/puppies/silky-terrier,2-3 Times a Week Brushing,Occasional,Regular Exercise,Agreeable,Alert/Responsive,"['Black', 'Black & Tan', 'Blue', 'Blue & Tan', 'Blue Silver & Tan', 'Cream', 'Fawn', 'Gray', 'Gray & Tan', 'Platinum', 'Silver', 'Silver & Tan', 'Silver Black & Tan']",[],http://silkyterrierclubofamerica.org/
skye-terrier,"Courageous, Good-Tempered, Canny",Ranks 178 of 197,"10 inches (male), 9.5 inches (female)","35-45 pounds (male), slightly lighter (female)",12-14 years,Terrier Group,https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/26164828/Skye-Terrier-standing-outdoors-in-profile.jpg,https://marketplace.akc.org/puppies/skye-terrier,Daily Brushing,Seasonal,Regular Exercise,Independent,Reserved with Strangers,"['Black', 'Blue', 'Cream', 'Fawn', 'Gray', 'Platinum', 'Silver']",[],http://www.stca.us/
sloughi,"Reserved, Graceful, Noble",Ranks 192 of 197,"26-29 inches (male), 24-27 inches (female)",45 - 70 pounds,12 -14 years,Hound Group,https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/27130217/Sloughi-in-the-desert.jpg,https://marketplace.akc.org/puppies/sloughi,Weekly Brushing,Infrequent,Regular Exercise,Independent,Reserved with Strangers,"['Cream', 'Mahogany', 'Red', 'Sandy']","['Black Brindle', 'Black Mask', 'Brindle', 'Brindle Black Mantle', 'Darker Overlay', 'Mantle']",https://sloughi-international.com/
slovakian-wirehaired-pointer,"Smart, Energetic, Outgoing",-1,"24.5-26.5 inches (male), 22.5-26 inches (female)",50-65 pounds,12-15 years,Foundation Stock Service,https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2018/07/21154900/Slovakian-Wirehaired-Pointer-laying-down-outdoors.jpg,https://marketplace.akc.org/puppies/slovakian-wirehaired-pointer,Occasional Bath/Brush,Occasional,Energetic,Independent,Outgoing,['Gray'],['White Markings'],-1
slovensky-cuvac,"Courageous, Alert, Faithful",-1,23-27.5 inches,68-97 pounds,11-13 years,Foundation Stock Service,https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/20183605/Slovensky-Cuvac-standing-outdoors.jpg,https://marketplace.akc.org/puppies/slovensky-cuvac,Weekly Brushing,Regularly,Calm,-1,-1,['White'],[],-1
slovensky-kopov,"Courageous, Alert, Determined",-1,16-20 inches,33-44 pounds,12-13 years,Foundation Stock Service,https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/12193539/Slovensky-Kopov-On-White-01.jpg,https://marketplace.akc.org/puppies/slovensky-kopov,Occasional Bath/Brush,Seasonal,Regular Exercise,-1,-1,['Black & Tan'],[],-1
small-munsterlander,"Intelligent, Devoted, Self-Confident",-1,20.5-21 inches,40-60 pounds,12-14 years,Miscellaneous Class,https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/19190032/Munsterlander.5.jpg,https://marketplace.akc.org/puppies/small-munsterlander-pointer,Occasional Bath/Brush,Seasonal,Needs Lots of Activity,Agreeable,Friendly,"['Brown & White', 'Brown Roan']","['Patched', 'Tan Markings', 'Ticked']",https://www.smcna.org
smooth-fox-terrier,"Friendly, Independent, Amusing",Ranks 123 of 197,15½ inches,"18 pounds (male), 15-17 (female)",12-15 years,Terrier Group,https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/26234338/Smooth-Fox-Terrier-standing-in-a-field-in-winter.jpg,https://marketplace.akc.org/puppies/smooth-fox-terrier,Weekly Brushing,Occasional,Energetic,Agreeable,Friendly,"['White', 'White & Black', 'White & Tan', 'White Black & Tan', 'White Tan & Black']",[],http://www.aftc.org/
soft-coated-wheaten-terrier,"Friendly, Happy, Deeply Devoted",Ranks 53 of 197,"18-19 inches (male), 17-18 inches (female)","35-40 pounds (male), 30-35 pounds (female)",12-14 years,Terrier Group,https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/12223937/Soft-Coated-Wheaten-Terrier-On-White-01.jpg,https://marketplace.akc.org/puppies/soft-coated-wheaten-terrier,2-3 Times a Week Brushing,Infrequent,Energetic,Independent,Alert/Responsive,['Wheaten'],[],http://www.scwtca.org/
spanish-mastiff,"Affectionate, Intelligent, Kind",-1,Minimum 28-35 inches,140-200 pounds,10-12 years,Foundation Stock Service,https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/29125304/Spanish-Mastiff.jpg,https://marketplace.akc.org/puppies/spanish-mastiff,-1,Seasonal,Calm,-1,-1,"['Black', 'Fawn', 'Red', 'Wolfgray', 'Yellow']","['Brindle Markings', 'White Markings']",-1
spanish-water-dog,Playful but also Work-Oriented. Very Active and Upbeat.,Ranks 153 of 197,"17.5-19.75 inches (male), 15.75-18 inches (female)","40-49 pounds (male), 31-40 pounds (female)",12-14 years,Herding Group,https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/26223654/Spanish-Water-Dog.jpg,https://marketplace.akc.org/puppies/spanish-water-dog,Specialty/Professional,Infrequent,Energetic,Eager to Please,Reserved with Strangers,"['Beige & White With Black Nose', 'Beige & White With Brown Nose', 'Beige With Black Nose', 'Black', 'Black & White', 'Brown', 'Brown & White', 'White & Beige With Black Nose', 'White & Beige With Brown Nose', 'White & Black', 'White & Brown', 'White With Black Nose', 'White With Brown Nose']",['Tan Points'],https://www.swdclub.org
spinone-italiano,"Sociable, Patient, Docile",Ranks 109 of 197,"23-27 inches (male), 22-25 inches (female)",-1,10-12 years,Sporting Group,https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/12223825/Spinone-Italiano-On-White-03.jpg,https://marketplace.akc.org/puppies/spinone-italiano,Weekly Brushing,-1,Energetic,Agreeable,Alert/Responsive,"['Brown Roan', 'Orange Roan', 'White', 'White & Orange']","['Brown Markings', 'Orange Markings']",http://www.spinoneclubofamerica.com/
stabyhoun,"Intelligent, Responsive, Loving",-1,19-21 inches,40-60 pounds,13-15 years,Foundation Stock Service,https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/31125942/AdobeStock_62619970.jpg,https://marketplace.akc.org/puppies/stabyhoun,Occasional Bath/Brush,Seasonal,Energetic,Easy Training,Alert/Responsive,"['Black & White', 'Brown & White', 'Orange & White']","['Roan', 'Spotted', 'Ticked']",http://www.stabyhouns.org/
staffordshire-bull-terrier,"Clever, Brave, Tenacious",Ranks 80 of 197,14-16 inches,"28-38 pounds (male), 24-34 pounds (female)",12-14 years,Terrier Group,https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/12223754/Staffordshire-Bull-Terrier-On-White-03.jpg,https://marketplace.akc.org/puppies/staffordshire-bull-terrier,Weekly Brushing,Occasional,Energetic,May be Stubborn,Friendly,"['Black', 'Black & White', 'Blue', 'Blue & White', 'Brindle', 'Brindle & White', 'Fawn', 'Fawn & White', 'Red', 'Red & White', 'White', 'White & Brindle', 'White & Fawn', 'White & Red', 'Black & Tan', 'Liver']",[],https://sbtca.com
standard-schnauzer,"Fearless, Smart, Spirited",Ranks 89 of 197,"18.5-19.5 inches (male), 17.5-18.5 inches (female)","35-50 pounds (male), 30-45 pounds (female)",13-16 years,Working Group,https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/15162521/Standard-Schnauzer-standing-outdoors.jpg,https://marketplace.akc.org/puppies/standard-schnauzer,2-3 Times a Week Brushing,Infrequent,Regular Exercise,Independent,Friendly,"['Black', 'Pepper & Salt']",[],http://www.standardschnauzer.org/
sussex-spaniel,"Friendly, Merry, Even-Tempered",Ranks 180 of 197,13-15 inches,35-45 pounds,13-15 years,Sporting Group,https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/12223645/Sussex-Spaniel-On-White-01.jpg,https://marketplace.akc.org/puppies/sussex-spaniel,2-3 Times a Week Brushing,Seasonal,Regular Exercise,Independent,Reserved with Strangers,['Golden Liver'],[],https://www.sussexspaniels.org
swedish-lapphund,"Playful, Intelligent, Lively",-1,16-20 inches,30-45 pounds,12-14 years,Foundation Stock Service,https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/12223641/Swedish-Lapphund-On-White-01.jpg,https://marketplace.akc.org/puppies/swedish-lapphund,Weekly Brushing,Seasonal,Regular Exercise,May be Stubborn,Alert/Responsive,"['Black', 'Liver']",['White Markings'],-1
swedish-vallhund,"Friendly, Energetic, Watchful",Ranks 169 of 197,"12.5-13.75 inches (male), 11.5-12.75 inches (female)",20-35 pounds,12-15 years,Herding Group,https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/17140753/Swedish-Vallhund-running-in-the-grass.jpg,https://marketplace.akc.org/puppies/swedish-vallhund,Occasional Bath/Brush,Seasonal,Needs Lots of Activity,Eager to Please,Friendly,"['Gray', 'Red', 'Black', 'Blue', 'White', 'Yellow']","['Sable', 'White Markings']",http://www.swedishvallhund.com/
